抗菌药物通用名,匹配规则,规则等级
拉氧头孢,.*氧杂头孢唑.*,3
拉氧头孢,.*注射用噻吗氧.*,3
拉氧头孢,.*羟羧氧酰胺头孢菌素.*,3
拉氧头孢,.*羟羧氧酰胺菌素钠.*,3
拉氧头孢,.*羟羧氧酰胺霉素.*,3
拉氧头孢,.*噻吗灵.*,4
赖甲环素,lymecycline,1
赖甲环素,四环素亚甲赖氨酸,1
赖甲环素,赖甲环素,1
赖甲环素,.*赖甲环素.*,2
赖甲环素,.*四环素亚甲赖氨酸.*,3
雷莫拉宁,Ramoplanin,1
雷莫拉宁,雷莫拉宁,1
雷莫拉宁,.*雷莫拉宁.*,2
利福布汀,Rifabutin,1
利福布汀,rifabutin,1
利福布汀,Rifabutin Capsules,1
利福布汀,利福布丁,1
利福布汀,利福布汀,1
利福布汀,利福布汀胶囊,1
利福布汀,.*利福布汀.*,2
利福布汀,.*利福布丁.*,3
利福霉素,rifamycin,1
利福霉素,Rifamycin Sodiom Injection,1
利福霉素,RIFAMYCIN SODIUM,1
利福霉素,Rifamycin Sodium,1
利福霉素,Rifamycin Sodium and Sodium Chloride Injection,1
利福霉素,Rifamycin Sodium For Injection,1
利福霉素,Rifamycin Sodium for Injection,1
利福霉素,Rifamycin Sodium Injection,1
利福霉素,Rifamycin Sodium Injection,1
利福霉素,Rjfamycin Sodium,1
利福霉素,利福平霉素,1
利福霉素,利福霉素,1
利福霉素,利福霉素钠,1
利福霉素,利福霉素钠氯化钠注射液,1
利福霉素,利福霉素钠注射液,1
利福霉素,唛欣沥,1
利福霉素,星索宁,1
利福霉素,注射用利福霉素钠,1
利福霉素,澜琪,1
利福霉素,赛瑞辰,1
利福霉素,.*利福霉素.*,2
利福霉素,.*利福平霉素.*,3
利福霉素,.*澜琪.*,4
利福霉素,.*星索宁.*,4
利福霉素,.*唛欣沥.*,4
利福霉素,.*赛瑞辰.*,4
利福喷汀,rifapentine,1
利福喷汀,利福喷汀,1
利福喷汀,环戊利福平,1
利福喷汀,环戊去甲利福平,1
利福喷汀,环戊哌利福喷丁,1
利福喷汀,环戊哌利福霉素,1
利福喷汀,环戊哌嗪利福霉素,1
利福喷汀,环戊基哌嗪利福霉素,1
利福喷汀,迪克菲,1
利福喷汀,.*利福喷汀.*,2
利福喷汀,.*环戊利福平.*,3
利福喷汀,.*环戊去甲利福平.*,3
利福喷汀,.*环戊哌利福喷丁.*,3
利福喷汀,.*环戊哌利福霉素.*,3
利福喷汀,.*环戊哌嗪利福霉素.*,3
利福喷汀,.*环戊基哌嗪利福霉素.*,3
利福喷汀,.*迪克菲.*,3
利福平,Compound Bismuth Aluminate Tablets,1
利福平,"Isoniazid,Rifampicin and Pyrazi-namide",1
利福平,Rafampicin Capsules,1
利福平,Rifampcin Capsules,1
利福平,rifampicin,1
利福平,Rifampicin,1
利福平,Rifampicin and Isoniazid Tablets,1
利福平,Rifampicin CapsuIes,1
利福平,Rifampicin capsule,1
利福平,Rifampicin Capsules,1
利福平,RifamPicin Capsules,1
利福平,Rifampicin capsules,1
利福平,RIFAMPICIN CAPSULES,1
利福平,Rifampicin Capsules (Ⅱ),1
利福平,Rifampicin Capsules （Ⅱ）,1
利福平,Rifampicin Capsules(Ⅱ),1
利福平,Rifampicin Capsules（Ⅱ）,1
利福平,Rifampicin Capuules,1
利福平,Rifampicin Cream,1
利福平,Rifampicin Eye Drops,1
利福平,Rifampicin for Eye Drops,1
利福平,Rifampicin For Eye Use,1
利福平,Rifampicin for Eye Use,1
利福平,Rifampicin for Injection,1
利福平,Rifampicin Injection,1
利福平,Rifampicin Sofe Capsules,1
利福平,Rifampicin Soft Capsules,1
利福平,RIFAMPICIN TABLETS,1
利福平,Rifampicin Tablets,1
利福平,Rifampicin.Capsules,1
利福平,RifampicinCapsules,1
利福平,Rifampicin　Capsules,1
利福平,Rifampicin　Tablets,1
利福平,Rifampicn Eye Drops,1
利福平,Rifampincin Tablets,1
利福平,Rifampjcin Capsules,1
利福平,Rifanpicin Capsules,1
利福平,Rifmpicin Capsules,1
利福平,Rifupamping Capsules,1
利福平,Yeast Tablets,1
利福平,仙道伦,1
利福平,利发霉素,1
利福平,利福平,1
利福平,利福平乳膏,1
利福平,利福平异烟肼片,1
利福平,利福平异烟肼胶囊,1
利福平,利福平注射液,1
利福平,利福平滴眼液,1
利福平,利福平片,1
利福平,利福平胶丸,1
利福平,利福平胶囊,1
利福平,利福平胶囊 (Ⅱ),1
利福平,利福平胶囊(Ⅱ),1
利福平,利福平软胶囊,1
利福平,利米定,1
利福平,力复平,1
利福平,威福仙,1
利福平,注射用利福平,1
利福平,滴眼用利福平,1
利福平,甲哌利福霉素,1
利福平,甲哌力复霉素,1
利福平,维夫欣,1
利福平,舒兰新,1
利福平,.*利福平.*,2
利福平,.*仙道伦.*,3
利福平,.*利发霉素.*,3
利福平,.*利米定.*,3
利福平,.*力复平.*,3
利福平,.*威福仙.*,3
利福平,.*甲哌利福霉素.*,3
利福平,.*甲哌力复霉素.*,3
利福平,.*维夫欣.*,4
利福平,.*舒兰新.*,4
"利福平, 乙胺丁醇和异烟肼","rifampicin, ethambutol and isoniazid",1
"利福平, 乙胺丁醇和异烟肼","利福平, 乙胺丁醇和异烟肼",1
"利福平, 乙胺丁醇和异烟肼",利福平/乙胺丁醇/异烟肼,1
"利福平, 乙胺丁醇和异烟肼",.*利福平.*乙胺丁醇.*异烟肼.*,2
"利福平, 乙胺丁醇和异烟肼",.*利福平/乙胺丁醇/异烟肼.*,3
利福平、吡嗪酰胺、乙胺丁醇和异烟肼,"rifampicin, pyrazinamide, ethambutol and isoniazid",1
利福平、吡嗪酰胺、乙胺丁醇和异烟肼,利福平/吡嗪酰胺/乙胺丁醇/异烟肼,1
利福平、吡嗪酰胺、乙胺丁醇和异烟肼,利福平、吡嗪酰胺、乙胺丁醇和异烟肼,1
利福平、吡嗪酰胺、乙胺丁醇和异烟肼,.*利福平、吡嗪酰胺、乙胺丁醇和异烟肼.*,2
利福平、吡嗪酰胺、乙胺丁醇和异烟肼,.*利福平/吡嗪酰胺/乙胺丁醇/异烟肼.*,3
利福平、吡嗪酰胺和异烟肼,"rifampicin, pyrazinamide and isoniazid",1
利福平、吡嗪酰胺和异烟肼,利福平/吡嗪酰胺/异烟肼,1
利福平、吡嗪酰胺和异烟肼,利福平、吡嗪酰胺和异烟肼,1
利福平、吡嗪酰胺和异烟肼,.*利福平.*吡嗪酰胺.*异烟肼.*,2
利福平、吡嗪酰胺和异烟肼,.*利福平/吡嗪酰胺/异烟肼.*,3
利福平和异烟肼,rifampicin and isoniazid,1
利福平和异烟肼,利福平/异烟肼,1
利福平和异烟肼,利福平和异烟肼,1
利福平和异烟肼,.*利福平.*异烟肼.*,2
利福平和异烟肼,.*利福平/异烟肼.*,3
利福昔明,rifaximin,1
利福昔明,Rifaximin,1
利福昔明,Rifaximin Capsule,1
利福昔明,Rifaximin Capsules,1
利福昔明,Rifaximin for Suspension,1
利福昔明,Rifaximin For Suspension,1
利福昔明,Rifaximin Soft Capsules,1
利福昔明,Rifaximin Tablets,1
利福昔明,XIFAXAN,1
利福昔明,利福昔明,1
利福昔明,利福昔明干混悬剂,1
利福昔明,利福昔明片,1
利福昔明,利福昔明胶囊,1
利福昔明,利福昔明软胶囊,1
利福昔明,及利晴,1
利福昔明,威利宁,1
利福昔明,希捷,1
利福昔明,弗皆亭,1
利福昔明,抚特,1
利福昔明,昔服申,1
利福昔明,欧克双,1
利福昔明,紫军,1
利福昔明,邦益,1
利福昔明,.*利福昔明.*,2
利福昔明,.*希捷.*,4
利福昔明,.*邦益.*,4
利福昔明,.*及利晴.*,4
利福昔明,.*威利宁.*,4
利福昔明,.*欧克双.*,4
利福昔明,.*昔服申.*,4
利福昔明,.*弗皆亭.*,4
利福昔明,.*抚特.*,4
利福昔明,.*紫军.*,4
利奈唑胺,linezolid,1
利奈唑胺,Linezolid and Glucose Injection,1
利奈唑胺,Linezolid for Oral Suspension,1
利奈唑胺,Linezolid Injection,1
利奈唑胺,Linezolid Tablets,1
利奈唑胺,Zyvox,1
利奈唑胺,利奈唑,1
利奈唑胺,利奈唑烷,1
利奈唑胺,利奈唑胺,1
利奈唑胺,利奈唑胺干混悬剂,1
利奈唑胺,利奈唑胺注射液,1
利奈唑胺,利奈唑胺片,1
利奈唑胺,利奈唑胺葡萄糖注射液,1
利奈唑胺,力奈唑烷,1
利奈唑胺,吗啉噁酮,1
利奈唑胺,吗啉恶酮,1
利奈唑胺,斯沃,1
利奈唑胺,雷奈佐利,1
利奈唑胺,.*利奈唑胺.*,2
利奈唑胺,.*利奈唑.*,3
利奈唑胺,.*利奈唑烷.*,3
利奈唑胺,.*利奈唑胺.*,3
利奈唑胺,.*力奈唑烷.*,3
利奈唑胺,.*吗啉噁酮.*,3
利奈唑胺,.*吗啉恶酮.*,3
利奈唑胺,.*雷奈佐利.*,3
利奈唑胺,.*斯沃.*,4
联苯苄唑,Bifonazoie Suppositories,1
联苯苄唑,Bifonazole,1
联苯苄唑,bifonazole,1
联苯苄唑,Bifonazole and Urea Ointment,1
联苯苄唑,Bifonazole Cream,1
联苯苄唑,Bifonazole Gel,1
联苯苄唑,Bifonazole Pigment,1
联苯苄唑,Bifonazole Solution,1
联苯苄唑,Bifonazole Suppositores,1
联苯苄唑,Bifonazole Suppositories,1
联苯苄唑,Bifonazole Vaginal Tablets,1
联苯苄唑,Bifonazole　Cream,1
联苯苄唑,Compound Bifonazole Solution,1
联苯苄唑,LIQUOR BIFONAZOLI,1
联苯苄唑,Mycospor,1
联苯苄唑,列合素,1
联苯苄唑,复方联苯苄唑溶液,1
联苯苄唑,孚宁,1
联苯苄唑,孚康,1
联苯苄唑,孚琪,1
联苯苄唑,必伏,1
联苯苄唑,惠复得,1
联苯苄唑,美克,1
联苯苄唑,联苯苄唑,1
联苯苄唑,联苯苄唑乳膏,1
联苯苄唑,联苯苄唑凝胶,1
联苯苄唑,联苯苄唑喷雾剂,1
联苯苄唑,联苯苄唑尿素软膏,1
联苯苄唑,联苯苄唑栓,1
联苯苄唑,联苯苄唑涂膜,1
联苯苄唑,联苯苄唑溶液,1
联苯苄唑,联苯苄唑阴道片,1
联苯苄唑,.*联苯苄唑.*,2
联苯苄唑,.*孚康.*,4
联苯苄唑,.*必伏.*,4
联苯苄唑,.*孚琪.*,4
联苯苄唑,.*美克.*,4
联苯苄唑,.*惠复得.*,4
联苯苄唑,.*列合素.*,4
联苯苄唑,.*孚宁.*,4
链霉素,streptomycin,1
链霉素,Streptomycin Sulfate,1
链霉素,Streptomycin Sulfate for Injection,1
链霉素,Streptomycin Sulfate Injection,1
链霉素,Streptomycin Sulfate Tablets,1
链霉素,streptomycin sulphate,1
链霉素,注射用硫酸链霉素,1
链霉素,硫酸链霉素,1
链霉素,硫酸链霉素注射液,1
链霉素,硫酸链霉素片,1
链霉素,链霉素,1
链霉素,.*链霉素.*,2
链霉素和异烟肼,streptomycin and isoniazid,1
链霉素和异烟肼,链霉素/异烟肼,1
链霉素和异烟肼,链霉素和异烟肼,1
链霉素和异烟肼,.*链霉素.*异烟肼.*,2
链霉素和异烟肼,.*链霉素/异烟肼.*,3
链双霉素,streptoduocin,1
链双霉素,链双霉素,1
链双霉素,.*链双霉素.*,2
两性霉素B,Amphotericin B,1
两性霉素B,amphotericin B,1
两性霉素B,Amphotericin B for Injection,1
两性霉素B,Amphotericin B Vaginal Effervescent Tablets,1
两性霉素B,两性霉素-B,1
两性霉素B,两性霉素B,1
两性霉素B,两性霉素B阴道泡腾片,1
两性霉素B,两性霉素乙,1
两性霉素B,二性霉素B,1
两性霉素B,庐山霉素,1
两性霉素B,异性霉素,1
两性霉素B,注射用两性霉素B,1
两性霉素B,注射用两性霉素B脂质体,1
两性霉素B,节丝霉素B,1
两性霉素B,芦山霉素,1
两性霉素B,锋克松,1
两性霉素B,.*两性霉素B.*,2
两性霉素B,.*两性霉素-B.*,3
两性霉素B,.*两性霉素乙.*,3
两性霉素B,.*二性霉素B.*,3
两性霉素B,.*庐山霉素.*,3
两性霉素B,.*异性霉素.*,3
两性霉素B,.*节丝霉素B.*,3
两性霉素B,.*芦山霉素.*,3
两性霉素B,.*锋克松.*,4
林可霉素,Lincmycin Hydrochloride Tablets,1
林可霉素,Lincomgcin Hydrochloride Tablets,1
林可霉素,Lincomycin,1
林可霉素,lincomycin,1
林可霉素,Lincomycin Hydrochioride and Vitamin B6 Cream,1
林可霉素,Lincomycin Hydrochlorde Capsules,1
林可霉素,Lincomycin Hydrochlorde Injection,1
林可霉素,Lincomycin Hydrochloride,1
林可霉素,Lincomycin Hydrochloride and Glucose Injection,1
林可霉素,Lincomycin Hydrochloride and Lidocaine H,1
林可霉素,Lincomycin Hydrochloride and Lidocaine Hydrocchloride Gel,1
林可霉素,Lincomycin Hydrochloride and Lidocaine Hydrochloride Gel,1
林可霉素,Lincomycin Hydrochloride and Sodium Chloride Injection,1
林可霉素,Lincomycin Hydrochloride and Vitamin B6 Cream,1
林可霉素,LINCOMYCIN HYDROCHLORIDE CAPSULES,1
林可霉素,Lincomycin Hydrochloride Capsules,1
林可霉素,lincomycin Hydrochloride Capsules,1
林可霉素,Lincomycin Hydrochloride capsules,1
林可霉素,Lincomycin Hydrochloride Ear Drops,1
林可霉素,lincomycin Hydrochloride Eye Drops,1
林可霉素,Lincomycin Hydrochloride Eye Drops,1
林可霉素,Lincomycin Hydrochloride for Injection,1
林可霉素,Lincomycin Hydrochloride Gel,1
林可霉素,Lincomycin Hydrochloride Injection,1
林可霉素,lincomycin Hydrochloride Injection,1
林可霉素,lincomycin hydrochloride injection,1
林可霉素,Lincomycin Hydrochloride Ointment,1
林可霉素,Lincomycin Hydrochloride Suppositories,1
林可霉素,Lincomycin Hydrochloride Tables,1
林可霉素,LIncomycin Hydrochloride Tablets,1
林可霉素,Lincomycin Hydrochloride Tablets,1
林可霉素,Lincomycin Hydrochoride Capsules,1
林可霉素,Lincomycin Hydrochoride Injection,1
林可霉素,Lincomycin Hydroochloride Tablets,1
林可霉素,Lincomycinhydrochloride Injection,1
林可霉素,Lincomycin　Hydrochloride　Tablets,1
林可霉素,Lincomycln Hydrochloride Capsules,1
林可霉素,Lincomyin Hydrochloride,1
林可霉素,丽可胜,1
林可霉素,护谷,1
林可霉素,林可霉素,1
林可霉素,林可霉素利多卡因凝胶,1
林可霉素,林可霉素维B6乳膏,1
林可霉素,林肯霉素,1
林可霉素,注射用盐酸林可霉素,1
林可霉素,洁霉素,1
林可霉素,济民力克,1
林可霉素,盐酸林可霉素,1
林可霉素,盐酸林可霉素栓,1
林可霉素,盐酸林可霉素氯化钠注射液,1
林可霉素,盐酸林可霉素注射液,1
林可霉素,盐酸林可霉素滴眼液,1
林可霉素,盐酸林可霉素滴耳液,1
林可霉素,盐酸林可霉素片,1
林可霉素,盐酸林可霉素胶囊,1
林可霉素,盐酸林可霉素葡萄糖注射液,1
林可霉素,盐酸林可霉素软膏,1
林可霉素,.*林可霉素.*,2
林可霉素,.*丽可胜.*,3
林可霉素,.*林肯霉素.*,3
林可霉素,.*洁霉素.*,3
林可霉素,.*丽可胜.*,4
林可霉素,.*济民力克.*,4
林可霉素,.*护谷.*,4
磷霉素,Calcium Fosfomycin Capsules,1
磷霉素,Calcium Fosfomycin Tablets,1
磷霉素,fosfomycin,1
磷霉素,Fosfomycin Calcium,1
磷霉素,Fosfomycin Calcium Capsules,1
磷霉素,FOSFOMYCIN CALCIUM CAPSULES,1
磷霉素,Fosfomycin Calcium Casules,1
磷霉素,Fosfomycin Calcium Granules,1
磷霉素,Fosfomycin Calcium Tablets,1
磷霉素,Fosfomycin Sodium,1
磷霉素,Fosfomycin Sodium for Injection,1
磷霉素,Fosfomycin Trometamol,1
磷霉素,Fosfomycin Trometamol Powder,1
磷霉素,Fosfomycin Trometamol Power,1
磷霉素,Fosfomycin Trometamolium,1
磷霉素,Fosfomycine Trometamol Granules,1
磷霉素,Fosfomycin　Calcium　Capsules,1
磷霉素,Fosfonrycin Calcium Capsules,1
磷霉素,Monurol,1
磷霉素,Pulveres Fosfomycin Trometamolium,1
磷霉素,復安欣,1
磷霉素,注射用磷霉素钠,1
磷霉素,磷霉素,1
磷霉素,磷霉素氨丁三醇,1
磷霉素,磷霉素氨丁三醇散,1
磷霉素,磷霉素氨丁三醇颗粒,1
磷霉素,磷霉素钙,1
磷霉素,磷霉素钙片,1
磷霉素,磷霉素钙胶囊,1
磷霉素,磷霉素钙颗粒,1
磷霉素,磷霉素钠,1
磷霉素,维尼康,1
磷霉素,美乐力,1
磷霉素,赐福美仙,1
磷霉素,.*磷霉素.*,2
磷霉素,.*赐福美仙.*,3
磷霉素,.*维尼康.*,4
磷霉素,.*復安欣.*,4
磷霉素,.*美乐力.*,4
磷霉素钙甲氧苄啶,Foffomycin Calcium and Trimetheoprim Capsules,1
磷霉素钙甲氧苄啶,Fosfomycin and Trimethoprim,1
磷霉素钙甲氧苄啶,Fosfomycin Calcium and Trimetheoprim Capsules,1
磷霉素钙甲氧苄啶,Fosfomycin Calcium and Trimethoprim Caps,1
磷霉素钙甲氧苄啶,Fosfomycin Calcium And Trimethoprim Capsules,1
磷霉素钙甲氧苄啶,Fosfomycin Calcium and Trimethoprim Capsules,1
磷霉素钙甲氧苄啶,Fosfomycin Calcium and Trimethoptrim Capsules,1
磷霉素钙甲氧苄啶,磷霉素钙/甲氧苄啶,1
磷霉素钙甲氧苄啶,磷霉素钙甲氧苄啶,1
磷霉素钙甲氧苄啶,磷霉素钙甲氧苄啶胶囊,1
磷霉素钙甲氧苄啶,.*磷霉素钙.*甲氧苄啶.*,2
磷霉素钙甲氧苄啶,.*磷霉素钙/甲氧苄啶.*,3
硫卡利特,tiocarlide,1
硫卡利特,硫卡利特,1
硫卡利特,.*硫卡利特.*,2
硫康唑,sulconazole,1
硫康唑,Sulconazole Nitrate,1
硫康唑,Sulconazole Nitrate Spray,1
硫康唑,硝酸硫康唑,1
硫康唑,硝酸硫康唑喷雾剂,1
硫康唑,硫可吖唑,1
硫康唑,硫康唑,1
硫康唑,革选,1
硫康唑,.*硫康唑.*,2
硫康唑,.*硫可吖唑.*,3
硫康唑,.*革选.*,4
硫姆林,Tiamulin,1
硫姆林,枝原净,1
硫姆林,泰妙林,1
硫姆林,泰妙灵,1
硫姆林,泰妙菌素,1
硫姆林,泰牧霉素,1
硫姆林,硫姆林,1
硫姆林,.*硫姆林.*,2
硫姆林,.*枝原净.*,3
硫姆林,.*泰妙林.*,3
硫姆林,.*泰妙灵.*,3
硫姆林,.*泰妙菌素.*,3
硫姆林,.*泰牧霉素.*,3
硫培南,Sulopenem,1
硫培南,硫培南,1
硫培南,.*硫培南.*,2
柳氮磺吡啶,Sulfasalazine,1
柳氮磺吡啶,Sulfasalazine Colonosoluble Capsules,1
柳氮磺吡啶,Sulfasalazine Enteric-coated Tablets,1
柳氮磺吡啶,Sulfasalazine Enteric－coated Tablets,1
柳氮磺吡啶,Sulfasalazine Suppositories,1
柳氮磺吡啶,Sulfasalazine Tablets,1
柳氮磺吡啶,柳氮磺吡啶,1
柳氮磺吡啶,柳氮磺吡啶栓,1
柳氮磺吡啶,柳氮磺吡啶结肠溶胶囊,1
柳氮磺吡啶,柳氮磺吡啶肠溶片,1
柳氮磺吡啶,柳氮磺胺吡啶,1
柳氮磺吡啶,柳酸偶氮磺胺吡啶,1
柳氮磺吡啶,水杨酰偶氮磺胺吡啶,1
柳氮磺吡啶,水杨酸偶氮磺胺吡啶,1
柳氮磺吡啶,维柳芬,1
柳氮磺吡啶,长建宁,1
柳氮磺吡啶,.*柳氮磺吡啶.*,2
柳氮磺吡啶,.*柳氮磺胺吡啶.*,3
柳氮磺吡啶,.*柳酸偶氮磺胺吡啶.*,3
柳氮磺吡啶,.*水杨酰偶氮磺胺吡啶.*,3
柳氮磺吡啶,.*水杨酸偶氮磺胺吡啶.*,3
柳氮磺吡啶,.*维柳芬.*,4
柳氮磺吡啶,.*长建宁.*,4
芦氟沙星,Rufioxacin Hydrochoride,1
芦氟沙星,rufloxacin,1
芦氟沙星,Rufloxacin Hydrochloride,1
芦氟沙星,Rufloxacin Hydrochloride Capsules,1
芦氟沙星,Rufloxacin Hydrochloride Tablets,1
芦氟沙星,如氟沙星,1
芦氟沙星,康赞,1
芦氟沙星,盐酸芦氟沙星,1
芦氟沙星,盐酸芦氟沙星片,1
芦氟沙星,盐酸芦氟沙星胶囊,1
芦氟沙星,芦氟沙星,1
芦氟沙星,.*芦氟沙星.*,2
芦氟沙星,.*如氟沙星.*,3
芦氟沙星,.*康赞.*,4
卤普罗近,haloprogin,1
卤普罗近,卤普罗近,1
卤普罗近,氯丙炔碘,1
卤普罗近,.*卤普罗近.*,2
卤普罗近,.*氯丙炔碘.*,3
仑氨西林,lenampicillin,1
仑氨西林,Lenampicillin Hydrochloride,1
仑氨西林,Lenampicillin hydrochloride Tablets,1
仑氨西林,仑氨西林,1
仑氨西林,珍欣,1
仑氨西林,盐酸仑氨西林,1
仑氨西林,盐酸仑氨西林片,1
仑氨西林,.*仑氨西林.*,2
仑氨西林,.*珍欣.*,4
罗红霉素,Roxifhromycin Capsules,1
罗红霉素,Roxithrmycin Tablets,1
罗红霉素,roxithromycin,1
罗红霉素,Roxithromycin,1
罗红霉素,Roxithromycin and Ambroxol Hydrochloride Dispersible Tablets,1
罗红霉素,Roxithromycin And Ambroxol Hydrochloride Tablets,1
罗红霉素,Roxithromycin Calsules,1
罗红霉素,Roxithromycin Capsules,1
罗红霉素,Roxithromycin Capsuls,1
罗红霉素,Roxithromycin Capusules,1
罗红霉素,Roxithromycin Dispersible Table,1
罗红霉素,Roxithromycin Dispersible Tablets,1
罗红霉素,Roxithromycin for Suspension,1
罗红霉素,Roxithromycin Granule,1
罗红霉素,ROXITHROMYCIN Granules,1
罗红霉素,Roxithromycin Granules,1
罗红霉素,Roxithromycin Granules(Ⅱ),1
罗红霉素,Roxithromycin Soft Capsules,1
罗红霉素,Roxithromycin Sustained Release Capsules,1
罗红霉素,Roxithromycin Sustained Release Tablets,1
罗红霉素,Roxithromycin Tables,1
罗红霉素,Roxithromycin Tablets,1
罗红霉素,Roxithromycin Tablets for Oral Suspension,1
罗红霉素,Roxithromyein Capsules,1
罗红霉素,RULIDE,1
罗红霉素,Rulide,1
罗红霉素,Rulide D,1
罗红霉素,严迪,1
罗红霉素,丽珠星,1
罗红霉素,乐喜清,1
罗红霉素,乐尔泰,1
罗红霉素,亚力希,1
罗红霉素,仁苏,1
罗红霉素,倍沙,1
罗红霉素,力弗,1
罗红霉素,天凯,1
罗红霉素,恒特,1
罗红霉素,朗素,1
罗红霉素,欣美罗,1
罗红霉素,毕埃帝,1
罗红霉素,泰罗,1
罗红霉素,洛司美,1
罗红霉素,浦虹,1
罗红霉素,爱罗欣,1
罗红霉素,维曼,1
罗红霉素,罗力得,1
罗红霉素,罗君青,1
罗红霉素,罗立萨,1
罗红霉素,罗红霉素,1
罗红霉素,罗红霉素分散片,1
罗红霉素,罗红霉素干混悬剂,1
罗红霉素,罗红霉素氨溴索分散片,1
罗红霉素,罗红霉素氨溴索片,1
罗红霉素,罗红霉素片,1
罗红霉素,罗红霉素缓释片,1
罗红霉素,罗红霉素缓释胶囊,1
罗红霉素,罗红霉素胶囊,1
罗红霉素,罗红霉素软胶囊,1
罗红霉素,罗红霉素颗粒,1
罗红霉素,罗红霉素颗粒(Ⅱ),1
罗红霉素,芙欣,1
罗红霉素,蓓克,1
罗红霉素,西适宁,1
罗红霉素,赛乐林,1
罗红霉素,逻施立,1
罗红霉素,齐威,1
罗红霉素,.*罗红霉素.*,2
罗红霉素,.*罗力得.*,4
罗红霉素,.*维曼.*,4
罗红霉素,.*浦虹.*,4
罗红霉素,.*倍沙.*,4
罗红霉素,.*亚力希.*,4
罗红霉素,.*泰罗.*,4
罗红霉素,.*欣美罗.*,4
罗红霉素,.*朗素.*,4
罗红霉素,.*丽珠星.*,4
罗红霉素,.*乐尔泰.*,4
罗红霉素,.*毕埃帝.*,4
罗红霉素,.*罗立萨.*,4
罗红霉素,.*赛乐林.*,4
罗红霉素,.*仁苏.*,4
罗红霉素,.*力弗.*,4
罗红霉素,.*芙欣.*,4
罗红霉素,.*严迪.*,4
罗红霉素,.*蓓克.*,4
罗红霉素,.*乐喜清.*,4
罗红霉素,.*逻施立.*,4
罗红霉素,.*天凯.*,4
罗红霉素,.*爱罗欣.*,4
罗红霉素,.*洛司美.*,4
罗红霉素,.*恒特.*,4
罗红霉素,.*西适宁.*,4
罗红霉素,.*齐威.*,4
罗红霉素,.*罗君青.*,4
罗利环素,rolitetracycline,1
罗利环素,吡咯烷甲基四环素,1
罗利环素,吡甲四环素,1
罗利环素,氢吡四环素,1
罗利环素,罗利环素,1
罗利环素,.*罗利环素.*,2
罗利环素,.*吡咯烷甲基四环素.*,3
罗利环素,.*吡甲四环素.*,3
罗利环素,.*氢吡四环素.*,3
罗索沙星,rosoxacin,1
罗索沙星,罗索沙星,1
罗索沙星,.*罗索沙星.*,2
罗他霉素,rokitamycin,1
罗他霉素,罗他霉素,1
罗他霉素,.*罗他霉素.*,2
螺旋霉素,Acctylspiramycin Tablets,1
螺旋霉素,Acety Lsplamycin Tablets,1
螺旋霉素,AcetyI spiramycin,1
螺旋霉素,Acetyispiramycin Tablets,1
螺旋霉素,Acetyl spiramycin Tablets,1
螺旋霉素,Acetylspiramy Capsules,1
螺旋霉素,Acetylspiramyci Tablets,1
螺旋霉素,Acetylspiramycin,1
螺旋霉素,Acetylspiramycin Capsules,1
螺旋霉素,Acetylspiramycin Tabelts,1
螺旋霉素,ACETYLSPIRAMYCIN TABLETS,1
螺旋霉素,Acetylspiramycin Tablets,1
螺旋霉素,AcetyLspiramycin Tablets,1
螺旋霉素,Acetylspiramycin Tabltes,1
螺旋霉素,Acetylspiramycin Tsblets,1
螺旋霉素,Acetylspiramycine Tablets,1
螺旋霉素,ACETYLSPIRAMYICN TABLETS,1
螺旋霉素,Acetylspirmycin Tablets,1
螺旋霉素,Acetylspiyamycin Capsules,1
螺旋霉素,Acetylspramycin Tablets,1
螺旋霉素,Aceylspiramycin Tablets,1
螺旋霉素,Aeetypiramycin Capsules,1
螺旋霉素,spiramycin,1
螺旋霉素,Spiramycin,1
螺旋霉素,Spiramycin Capsules,1
螺旋霉素,Spiramycin Tablets,1
螺旋霉素,Yxian Luoxuanmeisu Pian,1
螺旋霉素,乙酰螺旋霉素,1
螺旋霉素,乙酰螺旋霉素片,1
螺旋霉素,乙酰螺旋霉素胶囊,1
螺旋霉素,伊诺欣,1
螺旋霉素,法罗,1
螺旋霉素,螺旋霉素,1
螺旋霉素,螺旋霉素片,1
螺旋霉素,螺旋霉素胶囊,1
螺旋霉素,.*螺旋霉素.*,2
螺旋霉素,.*法罗.*,4
螺旋霉素,.*伊诺欣.*,4
洛美沙星,Lomeflolacin Hydrochloridc Injection,1
洛美沙星,lomefloxacin,1
洛美沙星,Lomefloxacin and Sodium Hydrochloride Injection,1
洛美沙星,Lomefloxacin Aspartate,1
洛美沙星,Lomefloxacin Aspartate and Chloride Sodium Injection,1
洛美沙星,Lomefloxacin Aspartate and Glucose Injection,1
洛美沙星,Lomefloxacin Aspartate and Sodium Chloride Injection,1
洛美沙星,Lomefloxacin Aspartate IjectiOn,1
洛美沙星,Lomefloxacin Aspartate Injection,1
洛美沙星,Lomefloxacin Aspartate　Injection,1
洛美沙星,Lomefloxacin Aspartrate Injection,1
洛美沙星,Lomefloxacin Hydrochlocride Ear Drops,1
洛美沙星,Lomefloxacin Hydrochlocride Eye Drops,1
洛美沙星,Lomefloxacin Hydrochloride,1
洛美沙星,Lomefloxacin Hydrochloride and Glucose Injection,1
